shot,shot_position,Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,tempSetValue,tempActualValue,tempMainLine,tempReturnLine,Product weight g
99,1,20.19000,799.93762,0.40400,28.22081,2034.47510,1653.38135,0.32800,22.66023,3.05400,200.00000,209.80000,220.10001,230.00000,239.80000,43.70000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3556
100,1,20.18800,799.75317,0.35800,28.25139,2024.17786,1649.00989,0.32800,22.66533,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,43.70000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3540
101,1,20.18800,799.56873,0.34400,28.23100,2020.48645,1650.56421,0.32600,22.66023,3.05200,200.00000,210.10001,220.10001,230.00000,239.80000,44.00000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3538
102,1,20.18800,799.75317,0.35000,28.25139,1978.52051,1653.18713,0.32600,22.66023,3.05400,200.00000,210.00000,220.10001,230.00000,240.00000,44.00000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3571
103,1,20.18800,800.12207,0.35400,28.21061,1981.24048,1657.16992,0.32600,22.66023,3.05200,200.00000,210.10001,220.10001,230.00000,240.00000,44.20000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3549
104,1,20.18800,799.75317,0.35200,28.25139,1959.96606,1651.14709,0.32400,22.63984,3.06200,200.00000,210.10001,220.00000,230.00000,239.80000,44.20000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3567
105,1,20.18800,799.93762,0.41800,28.21061,2036.22363,1643.66699,0.32600,22.63475,3.05400,200.00000,210.00000,220.00000,230.00000,239.80000,44.40000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3528
106,1,20.18800,799.75317,0.47400,28.24119,2038.45801,1643.86133,0.32600,22.65514,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,44.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3518
107,1,20.18800,799.56873,0.35800,28.21571,2026.70361,1649.98132,0.32600,22.65004,3.05000,200.00000,210.00000,220.10001,230.00000,239.80000,44.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3574
108,1,20.18800,799.75317,0.35400,28.21061,2019.02930,1645.12415,0.32400,22.67552,3.05400,200.00000,210.00000,220.10001,230.00000,239.80000,44.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3559
109,1,20.18800,799.75317,0.40800,28.21571,2016.89209,1649.20422,0.32400,22.63984,3.05800,200.00000,210.10001,220.10001,230.00000,239.80000,44.90000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3561
110,1,20.18800,799.38428,0.35400,28.21571,2021.36072,1647.84424,0.32400,22.67043,3.06000,200.00000,210.00000,220.10001,230.00000,239.80000,44.90000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3559
111,1,20.18800,799.75317,0.35200,28.23610,2032.62939,1647.64990,0.32400,22.66533,3.05200,200.10001,210.00000,220.10001,230.00000,239.80000,45.00000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3575
112,1,20.18800,799.56873,0.35600,28.25139,1998.14343,1644.44421,0.32800,22.63984,3.05800,200.10001,210.10001,220.10001,230.00000,239.80000,45.20000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3549
113,1,20.18800,799.75317,0.41200,28.20552,2021.16638,1650.27283,0.32400,22.66533,3.05600,200.10001,210.10001,220.10001,230.00000,239.80000,45.20000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3583
114,1,20.18800,799.75317,0.35600,28.22806,2029.08362,1647.01849,0.32500,22.65514,3.06600,200.10001,210.10001,220.10001,230.00000,239.80000,45.20000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3550
115,1,20.19000,799.75317,0.35400,28.19532,2037.00085,1643.76416,0.32600,22.64494,3.07600,200.10001,210.00000,220.10001,230.00000,239.80000,45.40000,0.66400,70.00000,70.00000,70.00000,70.10000,17.3563
116,1,20.18800,799.56873,0.40400,28.19532,2016.60071,1647.94128,0.32400,22.66533,3.05400,200.10001,210.10001,220.10001,230.00000,239.80000,45.50000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3579
117,1,20.18800,799.56873,0.40600,28.23610,2027.67505,1644.05554,0.32400,22.65004,3.04400,200.10001,210.00000,220.10001,230.00000,239.80000,45.70000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3535
118,1,20.18800,799.56873,0.35600,28.21061,2037.29224,1648.13562,0.32400,22.67552,3.06200,200.10001,210.00000,220.10001,230.00000,239.80000,45.70000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3552
119,1,20.18800,799.56873,0.35400,28.21571,2022.52649,1649.20422,0.32800,22.65004,3.04800,200.10001,210.10001,220.10001,230.00000,239.80000,45.70000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3562
120,1,20.19000,799.38428,0.42200,28.24119,2041.46948,1650.27283,0.32600,22.67043,3.04400,200.00000,209.80000,220.10001,230.00000,239.80000,45.90000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3526
121,1,20.18800,799.56873,0.40200,28.25139,2016.40637,1651.14709,0.32600,22.68572,3.05200,200.10001,210.10001,220.10001,229.80000,239.80000,46.00000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3563
122,1,20.18800,799.56873,0.40200,28.23610,2035.25220,1647.26135,0.32400,22.68572,3.03600,200.10001,210.00000,220.00000,230.00000,239.80000,46.00000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3556
123,1,20.18800,799.56873,0.40200,28.23100,2032.82361,1648.03845,0.32600,22.65004,3.05600,200.00000,210.00000,220.00000,230.00000,239.80000,46.00000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3566
124,1,20.18800,799.56873,0.35000,28.25139,2028.45215,1650.07849,0.32600,22.67552,3.04400,200.00000,210.10001,220.10001,230.00000,239.80000,46.20000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3553
125,1,20.18800,799.75317,1.48800,28.25139,2028.64648,1650.46704,0.32400,22.67043,3.04200,200.10001,209.80000,220.00000,230.00000,239.80000,46.40000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3583
126,1,20.18800,799.56873,0.40200,28.20042,2034.57227,1645.70703,0.32600,22.67552,3.05200,200.00000,210.10001,220.00000,230.00000,239.80000,46.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3534
127,1,20.18800,799.56873,0.35400,28.24119,2022.72070,1644.05554,0.32400,22.65514,3.05200,200.00000,209.80000,220.00000,230.00000,239.80000,46.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3565
128,1,20.18800,799.38428,0.34800,28.22590,2022.81787,1642.98706,0.32400,22.66023,3.03600,200.10001,209.80000,220.00000,230.00000,239.80000,46.50000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3557
129,1,20.18800,799.75317,0.41800,28.22590,2044.28662,1646.09558,0.32600,22.66533,3.04800,199.80000,210.10001,220.00000,230.00000,239.80000,46.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3574
130,1,20.18800,799.38428,0.35600,28.21061,2001.54346,1649.00989,0.32600,22.68572,3.05600,200.00000,210.00000,220.00000,230.00000,239.80000,46.70000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3545
131,1,20.18800,799.56873,0.41800,28.24629,2030.97791,1650.56421,0.32400,22.67552,3.05400,200.10001,210.10001,220.00000,230.00000,239.80000,46.90000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3576
132,1,20.18800,799.56873,0.35200,28.20552,2011.35498,1647.94128,0.32600,22.66533,3.04200,200.10001,210.10001,220.00000,230.00000,239.80000,47.00000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3585
133,1,20.19000,799.38428,0.40200,28.24629,2015.24072,1653.28418,0.32600,22.66023,3.05800,200.00000,210.00000,220.00000,230.00000,239.80000,47.20000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3573
134,1,20.18800,799.56873,0.40400,28.23100,2009.89783,1651.14709,0.32600,22.67552,3.06200,200.10001,210.10001,220.00000,230.00000,239.80000,47.20000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3580
135,1,20.18800,799.38428,0.35200,28.20042,2022.13782,1652.02136,0.32600,22.65004,3.04400,200.00000,210.10001,220.00000,230.00000,239.80000,47.20000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3567
136,1,20.19000,799.38428,0.41200,28.19532,2034.96082,1655.03284,0.32800,22.67043,3.06200,199.80000,210.00000,219.80000,230.00000,240.00000,47.20000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3556
137,1,20.18800,799.56873,0.41800,28.21061,2042.82947,1646.58130,0.32600,22.67552,3.06400,200.00000,210.00000,220.00000,230.00000,240.00000,47.20000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3561
138,1,20.18800,799.56873,0.47600,28.22590,2014.56067,1652.21570,0.32400,22.67552,3.05400,200.00000,210.10001,220.00000,230.00000,240.00000,47.00000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3573
139,1,20.18800,799.56873,0.35600,28.23610,2008.44067,1652.31274,0.32800,22.68062,3.05200,199.80000,209.80000,219.80000,230.00000,240.00000,47.00000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3591
140,1,20.18800,799.56873,0.35600,28.24629,1987.45764,1656.78137,0.32600,22.66023,3.05800,199.80000,210.00000,220.10001,230.00000,240.00000,46.70000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3586
141,1,20.18800,799.56873,0.35400,28.24119,2018.73792,1652.89563,0.32400,22.67043,3.04400,199.80000,210.00000,219.80000,230.00000,239.80000,46.20000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3588
142,1,20.18800,799.38428,0.35800,28.20552,2030.00647,1651.04993,0.32800,22.66023,3.04400,199.80000,209.80000,219.80000,230.00000,239.80000,45.90000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3542
143,1,20.18800,799.56873,0.40400,28.23100,2025.63501,1650.27283,0.32800,22.65004,3.05200,199.80000,210.10001,220.00000,230.00000,239.80000,45.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3595
144,1,20.18800,799.38428,0.35600,28.19532,2024.85791,1650.27283,0.32400,22.67043,3.04000,199.60001,209.80000,220.00000,230.00000,239.80000,45.00000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3567
145,1,20.18800,799.56873,0.40000,28.23100,2024.37219,1650.17566,0.32600,22.68062,3.04400,199.80000,210.10001,220.00000,230.00000,239.80000,44.50000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3579
146,1,20.18800,799.56873,0.41000,28.22081,2039.91516,1651.72998,0.32600,22.68062,3.03600,199.60001,210.00000,219.80000,230.00000,239.80000,44.00000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3544
147,1,20.18800,799.38428,0.40600,28.24629,2022.13782,1650.07849,0.32600,22.66533,3.05200,199.60001,209.80000,219.80000,230.00000,239.80000,43.70000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3564
148,1,20.18800,799.38428,0.35200,28.24629,2024.37219,1649.10706,0.32600,22.66533,3.05400,199.60001,210.00000,220.10001,230.00000,239.80000,43.40000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3561
149,1,20.19000,799.38428,0.35400,28.22081,2022.33215,1648.91272,0.32800,22.66023,3.04600,199.60001,209.80000,220.00000,230.00000,239.80000,43.00000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3543
150,1,20.18800,799.56873,0.47600,28.22590,2019.90356,1650.85559,0.32400,22.66533,3.05200,199.60001,209.80000,220.00000,230.00000,239.80000,42.70000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3557
151,1,20.18800,799.38428,0.35800,28.25139,2036.32080,1649.30139,0.32600,22.68572,3.03600,199.60001,210.00000,219.80000,230.00000,239.80000,42.70000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3560
152,1,20.19000,799.38428,0.40200,28.20042,2037.68079,1654.15857,0.32600,22.66023,3.05000,199.60001,209.80000,219.80000,230.00000,239.80000,42.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3547
153,1,20.18800,799.56873,0.35600,28.22081,2020.77783,1657.84998,0.32400,22.63984,3.05200,199.60001,210.00000,220.00000,230.00000,239.80000,42.50000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3565
154,1,20.18800,799.38428,0.35400,28.22590,2026.12073,1649.78711,0.32400,22.67043,3.04600,199.60001,210.00000,219.80000,230.00000,239.80000,42.20000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3550
155,1,20.18800,799.38428,0.36200,28.22590,2010.57776,1651.53564,0.32600,22.66533,3.05200,199.60001,209.80000,219.80000,230.00000,239.80000,42.40000,0.67400,70.00000,70.00000,70.00000,70.10000,17.3553
156,1,20.18800,799.19983,0.35400,28.22590,2010.96643,1656.19849,0.32600,22.65514,3.03800,199.60001,210.00000,220.00000,230.00000,239.80000,42.40000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3544
157,1,20.18800,799.56873,0.36000,28.24119,2019.61218,1649.39844,0.32600,22.67043,3.04800,199.60001,209.80000,220.00000,230.00000,239.80000,42.40000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3555
158,1,20.18800,799.38428,0.40400,28.19532,2028.64648,1652.40991,0.32600,22.65004,3.05400,199.80000,209.80000,220.00000,230.00000,240.00000,42.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3543
159,1,20.18800,799.56873,0.35600,28.24629,2026.99500,1653.08997,0.32600,22.64494,3.05600,199.80000,210.10001,220.00000,230.00000,240.00000,42.50000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3564
160,1,20.18800,799.56873,0.35400,28.23610,2040.10938,1652.60425,0.32600,22.65004,3.05600,199.80000,209.80000,219.80000,230.00000,240.00000,42.70000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3548
161,1,20.18800,799.56873,0.41800,28.21571,1987.45764,1645.12415,0.32400,22.66533,3.06200,199.80000,210.00000,220.00000,230.00000,240.00000,42.90000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3546
162,1,20.18800,799.38428,0.35400,28.19532,2015.72644,1649.98132,0.32600,22.66533,3.05800,199.80000,210.00000,220.00000,230.00000,240.00000,42.90000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3558
163,1,20.19000,799.56873,1.55600,28.20552,2031.46362,1650.07849,0.32600,22.65514,3.06200,199.80000,209.80000,220.00000,230.00000,240.00000,42.90000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3565
164,1,20.18800,799.56873,0.35400,28.23610,2021.45789,1654.15857,0.32600,22.68572,3.04200,199.80000,210.10001,220.10001,230.00000,239.80000,43.00000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3581
165,1,20.18800,799.01538,0.34600,28.19532,2018.64075,1648.52417,0.32400,22.65004,3.04800,199.80000,210.10001,220.00000,230.00000,239.80000,43.00000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3556
166,1,20.18800,799.19983,0.35400,28.24119,2014.36646,1649.39844,0.32600,22.64494,3.05800,199.80000,209.80000,220.00000,230.00000,240.00000,43.20000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3588
167,1,20.18800,799.19983,0.35400,28.20552,2023.40076,1650.36987,0.32600,22.65514,3.06400,199.80000,210.10001,220.10001,230.00000,240.00000,43.20000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3565
168,1,20.18800,799.38428,0.47400,28.19532,2026.41223,1651.72998,0.32400,22.68062,3.05000,199.80000,210.00000,220.00000,230.00000,240.00000,43.40000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3557
169,1,20.18800,799.38428,0.35200,28.21571,2022.13782,1647.45557,0.32400,22.67043,3.04800,199.80000,210.00000,220.00000,230.00000,240.00000,43.50000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3555
170,1,20.18800,799.56873,0.41600,28.24119,2026.89795,1651.14709,0.32600,22.66023,3.05200,199.80000,210.10001,220.10001,230.00000,239.80000,43.50000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3553
171,1,20.18800,799.56873,0.40600,28.23100,2029.90930,1644.63843,0.32400,22.67043,3.04800,199.80000,210.00000,220.00000,230.00000,239.80000,43.70000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3545
172,1,20.18800,799.38428,0.41000,28.22081,2010.57776,1649.10706,0.32400,22.65004,3.05800,200.00000,210.00000,220.00000,230.00000,239.80000,43.70000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3565
173,1,20.19000,799.38428,0.35600,28.21571,2026.70361,1653.47852,0.32600,22.64494,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,43.90000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3565
174,1,20.18800,799.19983,0.35400,28.21061,2024.37219,1645.60986,0.32400,22.68062,3.05000,200.00000,210.00000,220.00000,230.00000,239.80000,44.00000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3560
175,1,20.18800,799.38428,0.40800,28.24119,2016.01782,1652.60425,0.32600,22.66533,3.05400,200.10001,210.00000,220.10001,230.00000,239.80000,44.00000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3568
176,1,20.18800,799.56873,0.42000,28.24119,2032.04651,1646.58130,0.32600,22.64494,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,44.20000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3573
177,1,20.19000,799.38428,0.41200,28.19532,2029.71509,1644.54126,0.32600,22.66023,3.06600,200.00000,209.80000,220.10001,230.00000,239.80000,44.40000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3538
178,1,20.18800,799.38428,0.35600,28.22590,2025.53784,1649.78711,0.32800,22.68062,3.04800,200.10001,210.00000,220.10001,230.00000,239.80000,44.40000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3571
179,1,20.18800,799.01538,0.35800,28.23610,2014.17212,1649.30139,0.32600,22.67043,3.05400,200.00000,210.10001,220.10001,230.00000,239.80000,44.50000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3603
180,1,20.18800,799.19983,0.35600,28.22590,2016.50354,1655.61572,0.32800,22.67552,3.03800,200.10001,210.00000,220.10001,230.00000,239.80000,44.50000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3580
181,1,20.19000,799.19983,0.35800,28.21571,2024.27502,1650.95276,0.32600,22.66533,3.05000,200.10001,210.10001,220.10001,230.00000,239.80000,44.70000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3561
182,1,20.18800,799.19983,0.40400,28.23610,2020.19507,1650.66138,0.32600,22.67043,3.05000,200.10001,210.00000,220.00000,230.00000,239.80000,44.70000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3549
183,1,20.18800,799.19983,0.35400,28.23100,2016.69788,1646.96985,0.32600,22.65004,3.05000,200.10001,210.00000,220.00000,230.00000,239.80000,44.90000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3544
184,1,20.18800,799.38428,0.40400,28.20552,2047.97803,1650.66138,0.32400,22.67043,3.04600,200.00000,210.10001,220.10001,230.00000,239.80000,45.00000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3550
185,1,20.18800,799.56873,0.35800,28.21061,2040.59509,1649.20422,0.32800,22.67552,3.04000,200.10001,209.80000,220.00000,230.00000,239.80000,45.00000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3545
186,1,20.19000,799.19983,0.35800,28.22081,2039.23511,1650.66138,0.32600,22.68062,3.04400,200.10001,210.10001,220.10001,230.00000,239.80000,45.20000,0.66400,70.00000,70.00000,70.00000,70.10000,17.3554
187,1,20.18800,799.56873,0.35600,28.23100,2027.28650,1648.81567,0.32600,22.67552,3.05200,200.10001,209.80000,220.00000,230.00000,239.80000,45.20000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3589
188,1,20.18800,799.19983,0.39600,28.20552,2027.86938,1651.24426,0.32600,22.65514,3.04000,200.10001,210.00000,220.00000,230.00000,239.80000,45.20000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3570
189,1,20.18800,799.19983,0.35200,28.20552,2032.92078,1652.79846,0.32600,22.68062,3.04800,200.10001,210.10001,220.10001,230.00000,240.00000,45.40000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3558
190,1,20.19000,799.38428,0.41400,28.23100,2041.56653,1644.24988,0.32800,22.66023,3.04600,200.10001,209.80000,220.00000,230.00000,240.00000,45.50000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3542
191,1,20.19000,799.19983,0.40400,28.20552,2029.61792,1650.46704,0.32800,22.69081,3.05400,200.10001,210.10001,220.00000,230.00000,240.00000,45.50000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3548
192,1,20.18800,799.01538,0.35000,28.23100,2030.39502,1651.34131,0.32600,22.63984,3.05000,200.10001,210.10001,220.10001,230.00000,240.00000,45.70000,0.67000,70.00000,70.00000,70.00000,70.10000,17.3564
193,1,20.18800,799.19983,0.35600,28.20042,2024.46936,1649.49561,0.32600,22.68062,3.05000,200.00000,209.80000,220.00000,230.00000,239.80000,45.70000,0.67200,70.00000,70.00000,70.00000,70.10000,17.3547
194,1,20.18800,799.38428,0.35400,28.24119,2014.26929,1647.84424,0.32400,22.65004,3.04800,200.10001,210.10001,220.10001,230.00000,239.80000,45.70000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3570
195,1,20.18800,799.19983,0.35400,28.23100,1995.71484,1648.81567,0.32400,22.67552,3.05200,200.10001,210.00000,220.00000,230.00000,239.80000,45.90000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3584
196,1,20.18800,799.01538,0.35000,28.21571,2025.14929,1649.10706,0.32400,22.68062,3.04800,200.10001,210.00000,220.00000,230.00000,239.80000,46.00000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3529
197,1,20.18800,799.19983,0.35600,28.23610,2051.86377,1648.52417,0.32600,22.67552,3.04400,200.10001,210.10001,220.00000,230.00000,239.80000,46.20000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3565
198,1,20.18800,799.19983,0.35600,28.23100,2011.64636,1649.00989,0.32600,22.68062,3.03800,200.10001,209.80000,219.80000,230.00000,239.80000,46.20000,0.66800,70.00000,70.00000,70.00000,70.10000,17.3533
199,1,20.18800,799.19983,0.40000,28.25139,2012.81213,1647.35852,0.32800,22.67552,3.05800,200.10001,210.00000,220.00000,230.00000,239.80000,46.20000,0.66600,70.00000,70.00000,70.00000,70.10000,17.3581
