shot,Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,Product_Goodness
2,15.55800,800.85986,0.62800,28.24119,567.70630,567.70630,0.36000,19.96404,1.92400,187.50000,193.30000,199.50000,204.80000,209.80000,44.20000,0.66400,1
3,15.54000,800.67542,0.78200,28.24119,600.05505,600.05505,0.36000,19.95385,1.92800,187.10001,192.60001,199.10001,204.80000,209.80000,43.90000,0.66600,1
4,15.49600,800.67542,0.68200,28.24119,623.95233,623.95233,0.36000,19.98443,1.94600,187.10001,191.80000,198.80000,204.80000,209.80000,43.50000,0.66000,1
5,15.39600,800.49097,0.67800,28.24119,638.91241,638.91241,0.36000,20.00482,1.97200,187.00000,191.30000,198.50000,205.00000,209.80000,43.40000,0.66200,1
6,15.56000,800.67542,0.68400,28.24119,649.50104,649.50104,0.36000,20.06088,1.99200,187.00000,190.60001,198.10001,205.00000,209.80000,43.00000,0.66400,1
7,15.53400,800.67542,0.69200,28.24119,640.07813,640.07813,0.36000,20.13224,1.98800,187.00000,190.50000,198.10001,205.00000,210.00000,42.90000,0.66400,1
8,15.49600,800.85986,0.69000,28.24119,647.26672,647.26672,0.36000,20.19340,1.99400,187.10001,190.50000,198.10001,204.80000,209.80000,42.50000,0.66200,1
9,15.39600,800.85986,0.61000,28.24119,647.36389,647.36389,0.36000,20.16791,2.00000,187.10001,190.60001,198.10001,204.80000,210.00000,42.20000,0.66400,1
10,15.55600,800.85986,0.69800,28.24119,652.70679,652.70679,0.36000,20.14753,2.00400,187.10001,191.00000,198.10001,204.80000,209.80000,41.90000,0.66200,1
11,15.53400,801.04431,0.74400,28.24119,661.44971,661.44971,0.36000,20.16791,2.01400,187.10001,191.30000,198.30000,204.80000,209.80000,41.70000,0.66600,1
12,15.49400,801.22870,0.97600,28.24119,669.31830,669.31830,0.36000,20.14243,2.00600,187.30000,191.30000,198.50000,204.80000,210.00000,41.20000,0.66600,1
13,15.39600,801.22870,0.79200,28.24119,669.02686,669.02686,0.36000,20.14243,1.99800,187.30000,191.60001,198.50000,204.80000,210.00000,41.20000,0.66600,1
14,15.55600,801.22870,1.36200,28.24119,670.58118,670.58118,0.36000,20.16282,2.02200,187.30000,192.00000,198.60001,204.80000,210.00000,41.00000,0.66600,1
15,15.53400,801.22870,0.74400,28.24119,666.20972,666.20972,0.36000,20.17301,2.01000,187.30000,192.10001,198.50000,205.00000,210.00000,40.70000,0.66200,1
16,15.49400,801.04431,0.82000,28.24119,667.76404,667.76404,0.36000,20.17301,1.99200,187.30000,192.50000,198.60001,205.00000,210.00000,40.50000,0.66200,1
17,15.39600,801.41315,0.82200,28.24119,670.58118,670.58118,0.36000,20.18320,1.99200,187.10001,192.50000,198.60001,205.00000,210.00000,40.40000,0.66600,1
18,15.55600,801.41315,0.88000,28.24119,663.00397,663.00397,0.36000,20.12714,2.00800,187.30000,192.30000,198.50000,205.00000,210.00000,40.20000,0.66400,1
19,15.53400,801.41315,0.70600,28.24119,664.84973,664.84973,0.36000,20.12204,1.98800,187.50000,192.60001,198.60001,204.80000,210.00000,40.20000,0.66200,1
20,15.49400,801.41315,0.75800,28.24119,667.27832,667.27832,0.36000,20.18830,1.99400,187.60001,192.80000,198.80000,204.80000,210.00000,40.00000,0.65800,1
21,15.39600,801.59760,0.83000,28.24119,663.68402,663.68402,0.36000,20.14753,1.99200,187.80000,192.60001,198.80000,204.80000,210.00000,40.20000,0.66400,1
22,15.55400,801.41315,0.74600,28.24119,652.80396,652.80396,0.36000,20.11695,1.98400,188.10001,192.60001,199.00000,204.80000,209.80000,40.20000,0.66600,1
23,15.53400,801.41315,0.85600,28.24119,659.02112,658.63251,0.36000,20.13733,2.00000,188.30000,193.00000,198.80000,204.80000,210.00000,40.20000,0.66200,1
24,15.49400,801.41315,0.79000,28.24119,656.10681,656.10681,0.36000,20.04049,2.01600,188.50000,193.10001,199.00000,205.00000,210.00000,40.50000,0.66200,1
25,15.39600,801.41315,0.84000,28.24119,660.08966,660.08966,0.36000,20.07617,2.01800,188.60001,193.30000,199.10001,205.00000,210.00000,40.50000,0.66600,1
26,15.55600,801.22870,0.69200,28.24119,659.99255,659.89539,0.36000,20.11695,2.01600,188.60001,193.30000,199.30000,205.00000,210.00000,40.50000,0.66000,1
27,15.53400,801.59760,0.77000,28.24119,651.92963,651.92963,0.36000,20.12204,1.98800,188.60001,193.50000,199.30000,205.00000,210.00000,40.70000,0.66000,1
28,15.49400,801.41315,0.74200,28.24119,660.67255,660.67255,0.36000,20.12204,1.98800,188.80000,193.60001,199.30000,205.00000,210.00000,40.70000,0.66400,0
29,15.39800,801.41315,0.88200,28.24119,652.70679,652.70679,0.36000,20.01501,1.99800,188.80000,193.60001,199.30000,205.00000,210.00000,40.90000,0.66400,1
30,15.55400,801.59760,0.94400,28.24119,661.06110,661.06110,0.36000,20.11185,2.00800,188.80000,193.80000,199.60001,205.00000,210.00000,40.70000,0.66800,0
31,15.53400,801.41315,0.69200,28.24119,654.74677,654.74677,0.36000,20.07107,2.01000,188.60001,193.80000,199.30000,205.10001,210.00000,40.90000,0.66600,1
32,15.49400,801.59760,0.94400,28.24119,642.70099,642.70099,0.36000,20.10675,1.98800,188.80000,194.10001,199.60001,205.00000,210.00000,40.90000,0.66600,1
33,15.39600,801.41315,0.77600,28.24119,640.85529,640.85529,0.36000,20.07617,1.98000,189.00000,194.30000,199.60001,205.00000,210.00000,41.00000,0.66200,0
34,15.55600,801.22870,0.77600,28.24119,647.07245,647.07245,0.36000,20.13733,1.98000,189.10001,194.60001,199.60001,205.00000,210.00000,41.00000,0.66200,1
35,15.53400,801.22870,0.75200,28.24119,639.88385,639.88385,0.36000,20.10675,1.98000,189.30000,194.60001,199.80000,205.00000,210.00000,41.20000,0.66800,1
36,15.49400,801.59760,0.95800,28.24119,640.56384,640.56384,0.36000,20.12204,1.96200,189.10001,194.60001,199.80000,205.00000,210.00000,41.20000,0.66200,0
37,15.39600,801.59760,1.00400,28.24119,635.60956,635.60956,0.36000,20.09146,1.97000,189.10001,194.60001,199.60001,205.00000,210.00000,41.20000,0.66400,0
38,15.55600,801.41315,0.90000,28.24119,632.98669,632.98669,0.36000,20.13224,1.98000,189.30000,194.60001,199.60001,205.10001,210.00000,41.20000,0.66400,1
39,15.53400,801.59760,1.05400,28.24119,638.62097,638.32953,0.36000,20.10675,1.97200,189.30000,194.60001,199.80000,205.00000,210.00000,41.20000,0.66400,0
40,15.49400,801.59760,0.86000,28.24119,633.18097,633.18097,0.36000,20.11695,1.98400,189.50000,194.60001,200.00000,205.00000,210.00000,41.40000,0.66600,1
41,15.39600,801.59760,0.94600,28.24119,635.80383,635.70667,0.36000,20.09656,1.97800,189.50000,194.60001,199.80000,205.00000,210.00000,41.50000,0.66200,1
42,15.55800,801.59760,1.05200,28.24119,633.08380,633.08380,0.36000,20.11695,1.97400,189.50000,194.60001,199.60001,205.00000,209.80000,41.40000,0.66600,0
43,15.53400,801.59760,0.74600,28.24119,636.77527,636.67810,0.36000,20.11185,1.98800,189.60001,194.60001,199.80000,205.00000,209.80000,41.50000,0.66600,0
44,15.49400,801.22870,0.75000,28.24119,629.10095,629.10095,0.36000,20.05069,1.97400,189.60001,194.60001,199.80000,205.00000,209.80000,41.50000,0.66200,0
45,15.39600,801.59760,1.07600,28.24119,632.79236,632.79236,0.36000,20.06088,1.98800,189.60001,194.60001,199.80000,205.00000,209.80000,41.70000,0.66400,1
46,15.55600,801.41315,1.00600,28.24119,633.37524,633.37524,0.36000,20.13733,1.98600,189.80000,194.60001,199.80000,205.00000,209.80000,41.70000,0.66200,1
47,15.53400,801.78204,0.84400,28.24119,634.05524,634.05524,0.36000,20.11695,1.96600,190.00000,194.80000,199.80000,204.80000,209.80000,41.70000,0.67000,1
48,15.49200,801.41315,1.07200,28.24119,631.62665,631.62665,0.36000,20.07107,1.98000,190.00000,194.60001,199.80000,205.00000,209.80000,41.90000,0.66400,0
49,15.39600,801.41315,1.02400,28.24119,635.80383,635.80383,0.36000,20.05578,1.98800,190.00000,194.60001,200.00000,205.00000,209.80000,41.90000,0.66200,0
50,15.55600,801.41315,1.07800,28.24119,641.92389,641.92389,0.36000,20.06088,1.99600,190.00000,194.50000,200.10001,205.00000,209.80000,42.00000,0.66800,0
51,15.53400,801.04431,0.90200,28.24119,632.01526,632.01526,0.36000,19.99462,1.97200,190.00000,194.30000,200.10001,205.10001,209.80000,42.00000,0.66400,0
52,15.49400,801.22870,0.84000,28.24119,646.78101,646.78101,0.36000,20.04049,1.99200,190.00000,194.60001,200.10001,205.00000,209.80000,42.00000,0.66200,1
53,15.39600,801.04431,0.84600,28.24119,650.66675,650.66675,0.36000,20.09146,1.99400,190.10001,194.80000,200.00000,205.00000,209.80000,42.00000,0.66000,1
54,15.55600,801.04431,1.17600,28.24119,646.48962,646.48962,0.36000,20.03030,1.97600,190.10001,194.60001,199.80000,205.00000,209.80000,42.20000,0.66400,1
55,15.53200,801.22870,1.03600,28.24119,644.64386,644.64386,0.36000,20.06598,1.97000,190.00000,195.00000,199.80000,204.80000,209.80000,42.20000,0.66600,0
56,15.49400,801.04431,0.74600,28.24119,637.84381,636.77527,0.36000,20.07617,1.99000,190.00000,195.10001,199.60001,204.80000,209.80000,42.20000,0.66800,1
57,15.39600,801.04431,0.83600,28.24119,646.48962,646.48962,0.36000,20.07617,1.97800,190.00000,194.80000,199.60001,204.80000,209.80000,42.40000,0.66400,0
58,15.55600,801.04431,0.83200,28.24119,636.87238,636.87238,0.36000,20.07107,1.96400,189.80000,194.80000,199.80000,205.00000,209.80000,42.20000,0.66600,1
59,15.53400,801.04431,0.94800,28.24119,649.11249,649.11249,0.36000,20.06598,1.98400,190.00000,194.80000,199.80000,205.00000,209.80000,42.50000,0.66000,0
60,15.49400,801.04431,0.98200,28.24119,640.36957,640.36957,0.36000,20.05578,1.99400,190.00000,194.80000,199.80000,205.10001,209.80000,42.50000,0.66000,0
61,15.39800,800.85986,0.92400,28.24119,635.31812,635.31812,0.36000,20.05069,1.97800,190.00000,194.60001,199.80000,205.00000,209.80000,42.50000,0.66200,0
62,15.55600,800.67542,1.06400,28.24119,648.52960,648.52960,0.36000,20.10675,1.97200,190.10001,194.60001,199.80000,205.00000,209.80000,42.50000,0.66200,0
63,15.53400,800.85986,0.79600,28.24119,639.68958,639.68958,0.36000,20.06088,1.96400,190.00000,194.80000,200.00000,205.00000,209.80000,42.70000,0.66400,1
64,15.49400,800.85986,0.93600,28.24119,643.38104,643.38104,0.36000,20.07617,1.98600,190.10001,194.80000,199.80000,205.00000,209.80000,42.70000,0.66000,0
65,15.39600,800.85986,0.86600,28.24119,645.80957,645.80957,0.36000,20.07107,1.97600,190.00000,195.00000,199.80000,204.80000,209.80000,42.70000,0.66400,1
66,15.55600,800.67542,0.79200,28.24119,644.93530,644.93530,0.36000,20.02011,1.98200,190.00000,195.00000,200.00000,205.00000,209.80000,42.70000,0.66200,1
67,15.53400,800.67542,0.88400,28.24119,639.30096,639.30096,0.36000,20.02520,1.97000,190.10001,195.10001,200.00000,205.00000,209.80000,42.90000,0.66200,1
68,15.49400,800.67542,1.22200,28.24119,648.14105,648.14105,0.36000,20.04049,1.99400,190.10001,195.00000,200.10001,205.00000,209.80000,42.90000,0.66200,0
69,15.39600,800.85986,1.09000,28.24119,642.11816,642.11816,0.36000,20.02011,1.98800,190.10001,194.80000,200.10001,205.00000,209.80000,43.00000,0.66600,1
70,15.55600,800.67542,0.92200,28.24119,637.16382,637.06671,0.36000,20.00991,1.98400,190.10001,194.80000,200.00000,205.00000,209.80000,42.90000,0.66200,1
71,15.53400,800.85986,1.08800,28.24119,646.39246,646.39246,0.36000,20.03030,2.00200,190.10001,195.00000,200.00000,205.00000,210.00000,43.00000,0.66200,1
72,15.49400,800.85986,0.97600,28.24119,641.34100,641.34100,0.36000,20.07617,1.99200,190.10001,195.10001,200.10001,205.00000,210.00000,43.00000,0.66800,0
73,15.39600,800.49097,0.82800,28.24119,641.72955,641.72955,0.36000,20.07617,1.98800,190.10001,195.00000,199.80000,205.00000,210.00000,43.20000,0.66200,1
74,15.55600,800.85986,1.07600,28.24119,649.50104,649.50104,0.36000,20.07617,2.00000,190.10001,194.80000,200.10001,205.00000,210.00000,43.20000,0.66200,1
75,15.53400,800.49097,0.87600,28.24119,646.68390,646.68390,0.36000,20.01501,1.99600,190.00000,194.80000,200.10001,205.00000,210.00000,43.00000,0.66000,1
76,15.49200,800.67542,1.13200,28.24119,644.93530,644.93530,0.36000,20.03030,2.01000,190.10001,194.80000,200.10001,205.00000,210.00000,43.20000,0.66200,1
77,15.39600,800.49097,0.90200,28.24119,646.68390,646.68390,0.36000,20.04049,2.00200,190.00000,194.60001,199.80000,205.00000,210.00000,43.20000,0.66400,1
78,15.55600,800.30652,0.88000,28.24119,647.07245,647.07245,0.36000,20.08636,1.98000,189.80000,194.60001,199.80000,205.00000,210.00000,43.50000,0.66200,0
79,15.53400,800.30652,0.94600,28.24119,660.28400,660.28400,0.36000,20.05578,1.99600,189.80000,194.80000,199.60001,205.00000,209.80000,43.50000,0.66200,1
80,15.49400,800.85986,1.20600,28.24119,659.99255,659.99255,0.36000,20.07617,1.98200,190.00000,195.10001,199.80000,204.80000,209.80000,43.40000,0.66400,0
81,15.39600,800.49097,0.86600,28.24119,656.88397,656.88397,0.36000,20.10165,1.99600,190.00000,195.10001,199.80000,204.80000,209.80000,43.50000,0.66200,1
82,15.55800,800.49097,0.86600,28.24119,650.76392,650.76392,0.36000,20.08127,1.95800,190.00000,195.30000,200.00000,205.00000,209.80000,43.50000,0.66200,1
83,15.53400,800.49097,0.86200,28.24119,660.96399,660.96399,0.36000,20.07107,1.99800,189.80000,195.30000,200.10001,205.00000,209.80000,43.70000,0.66600,1
84,15.49200,800.49097,0.86400,28.24119,641.72955,641.43817,0.36000,20.10165,1.97600,189.80000,195.10001,200.00000,205.00000,209.80000,43.70000,0.66200,0
85,15.39600,800.67542,0.88200,28.24119,639.20386,639.20386,0.36000,20.06598,1.97600,189.80000,195.30000,200.10001,205.00000,209.80000,43.70000,0.66400,0
86,15.55600,800.30652,0.92200,28.24119,648.91821,648.91821,0.36000,20.10675,1.97200,189.80000,195.30000,200.00000,205.10001,210.00000,43.90000,0.66600,0
87,15.53400,800.67542,0.93400,28.24119,646.00391,646.00391,0.36000,20.06598,1.99000,189.60001,195.10001,200.10001,205.00000,209.80000,43.90000,0.66200,1
88,15.49400,800.67542,1.18800,28.24119,633.95807,633.95807,0.36000,20.13224,1.96000,189.80000,194.80000,200.00000,205.00000,209.80000,43.90000,0.66200,1
89,15.39600,800.49097,0.81400,28.24119,633.66669,633.66669,0.36000,20.08636,1.96000,189.80000,194.80000,200.00000,205.00000,209.80000,43.70000,0.66400,1
90,15.55600,800.30652,0.90000,28.24119,641.53528,641.53528,0.36000,20.09656,1.96200,189.80000,194.60001,199.80000,204.80000,209.80000,44.00000,0.66400,1
91,15.53200,800.49097,0.83600,28.24119,637.94098,637.94098,0.36000,20.07617,1.96400,189.80000,194.50000,200.00000,204.80000,209.80000,43.90000,0.66600,0
92,15.49400,800.30652,0.82800,28.24119,639.98102,639.98102,0.36000,20.04049,1.97600,190.00000,194.80000,200.10001,204.80000,209.80000,44.00000,0.66200,1
93,15.39600,800.49097,0.84200,28.24119,650.76392,650.76392,0.36000,19.98443,1.99800,190.00000,194.60001,200.10001,205.00000,209.80000,44.00000,0.66400,1
94,15.55800,800.49097,0.88000,28.24119,643.28387,643.28387,0.36000,19.98953,1.99200,190.10001,194.60001,200.00000,205.00000,209.80000,44.00000,0.66400,1
95,15.53400,800.49097,0.83200,28.24119,645.71246,645.71246,0.36000,20.08127,1.98200,190.10001,194.60001,200.00000,205.10001,209.80000,44.00000,0.66200,1
96,15.49400,800.49097,0.95800,28.24119,655.42682,655.42682,0.36000,20.03540,1.97200,190.10001,194.80000,200.00000,205.00000,209.80000,44.00000,0.66600,1
97,15.39600,800.67542,1.34400,28.24119,662.90686,662.90686,0.36000,20.04049,1.98800,190.00000,195.10001,200.00000,205.00000,209.80000,44.00000,0.66600,0
98,15.55800,800.30652,0.84400,28.24119,664.84973,664.84973,0.36000,20.02520,1.99000,190.00000,195.00000,199.80000,205.00000,210.00000,44.00000,0.66200,0
99,15.53400,800.30652,0.83400,28.24119,657.66107,657.66107,0.36000,20.05578,1.97800,190.00000,195.10001,199.80000,204.80000,210.00000,44.00000,0.66200,1
100,15.49400,800.49097,1.08800,28.24119,663.78113,663.78113,0.36000,20.05069,1.98600,190.00000,195.10001,199.80000,204.80000,209.80000,44.00000,0.66800,1
101,15.39600,800.30652,0.89600,28.24119,656.10681,656.10681,0.36000,20.00482,1.97800,190.10001,194.80000,199.80000,204.80000,209.80000,44.20000,0.66600,1
102,15.55600,800.30652,1.10400,28.24119,673.20404,673.20404,0.36000,20.04559,1.99600,189.80000,194.80000,199.80000,205.00000,209.80000,44.20000,0.66600,0
103,15.53400,800.30652,1.08600,28.24119,666.11255,666.11255,0.36000,20.08636,1.98400,190.00000,195.00000,199.60001,205.00000,209.80000,44.20000,0.66600,1
104,15.49400,800.49097,1.05200,28.24119,660.08966,660.08966,0.36000,19.98953,1.98600,190.00000,195.10001,199.80000,205.00000,209.80000,44.20000,0.66600,1
105,15.39600,800.30652,0.97000,28.24119,665.62683,665.62683,0.36000,20.07617,2.00400,189.80000,195.10001,200.10001,205.00000,209.80000,44.20000,0.66400,1
106,15.55600,800.30652,1.09600,28.24119,675.24408,675.24408,0.36000,20.06088,1.98400,189.80000,195.10001,200.00000,205.00000,209.80000,44.20000,0.66800,1
107,15.53400,800.30652,1.18400,28.24119,672.03833,672.03833,0.36000,20.08127,1.98600,189.60001,195.10001,200.10001,204.80000,209.80000,44.40000,0.66200,1
108,15.49400,800.49097,1.03600,28.24119,671.55261,671.55261,0.36000,20.04049,1.98600,189.80000,195.30000,200.10001,205.00000,209.80000,44.20000,0.66400,1
109,15.39600,799.93762,0.95200,28.24119,667.66687,667.66687,0.36000,20.08127,1.97400,189.80000,195.30000,200.00000,205.00000,209.80000,44.40000,0.66200,1
110,15.55600,800.12207,0.88000,28.24119,675.04980,675.04980,0.36000,19.99462,1.98200,189.80000,195.30000,199.80000,205.00000,210.00000,44.50000,0.66600,1
111,15.53400,800.30652,0.79000,28.24119,670.38690,670.38690,0.36000,20.09656,1.97600,189.80000,195.30000,200.10001,205.00000,209.80000,44.50000,0.66200,1
112,15.49400,800.30652,0.92200,28.24119,670.19263,670.19263,0.36000,20.08636,1.96000,189.80000,195.30000,200.10001,205.00000,210.00000,44.50000,0.66800,1
113,15.39600,800.12207,1.12200,28.24119,672.42688,672.42688,0.36000,20.10165,1.98400,189.80000,195.30000,200.00000,205.00000,210.00000,44.50000,0.66200,1
114,15.55600,800.12207,0.89200,28.24119,655.23248,655.23248,0.36000,20.08127,1.98000,189.80000,195.10001,200.10001,205.00000,210.00000,44.50000,0.66400,1
115,15.53400,800.12207,0.95000,28.24119,668.63831,668.63831,0.36000,20.11695,1.97400,189.60001,194.80000,200.10001,205.00000,210.00000,44.50000,0.66400,1
116,15.49400,800.12207,1.00600,28.24119,655.81537,655.81537,0.36000,20.08636,1.96000,189.80000,195.10001,200.00000,205.00000,210.00000,44.50000,0.66400,1
117,15.39600,799.93762,1.19000,28.24119,660.28400,660.28400,0.36000,20.13224,1.96600,189.80000,195.10001,200.10001,205.00000,210.00000,44.50000,0.66200,1
118,15.55600,799.75317,0.92000,28.24119,663.78113,663.78113,0.36000,20.10165,1.96800,189.80000,195.10001,200.00000,204.80000,210.00000,44.50000,0.66400,1
119,15.53400,799.93762,0.89000,28.24119,642.50671,642.50671,0.36000,20.10675,1.95000,190.00000,195.10001,200.00000,204.80000,209.80000,44.70000,0.66200,0
120,15.49600,799.93762,0.75600,28.24119,648.91821,648.91821,0.36000,20.05578,1.97600,190.10001,195.10001,199.80000,204.80000,209.80000,44.70000,0.66600,0
121,15.39600,799.93762,1.33800,28.24119,652.70679,652.70679,0.36000,20.05578,1.97400,190.10001,194.80000,199.80000,205.00000,209.80000,44.70000,0.66800,1
122,15.55600,799.75317,0.82800,28.24119,664.46112,664.46112,0.36000,20.09146,1.98000,190.00000,194.60001,199.80000,205.00000,209.80000,44.70000,0.66600,1
123,15.53400,799.75317,0.87800,28.24119,659.50684,659.50684,0.36000,20.05069,1.97000,189.80000,194.80000,199.80000,205.00000,209.80000,44.70000,0.66400,1
124,15.49400,799.75317,0.93400,28.24119,666.69543,666.69543,0.36000,20.05069,1.98200,190.00000,194.60001,199.80000,205.00000,209.80000,44.70000,0.66200,1
125,15.39600,799.93762,1.14600,28.24119,669.41547,669.41547,0.36000,20.06598,1.98600,189.80000,194.60001,199.80000,205.00000,210.00000,44.90000,0.66400,1
126,15.55400,799.75317,0.91000,28.24119,669.90118,669.60974,0.36000,20.08127,1.98000,189.80000,194.60001,199.80000,205.00000,210.00000,44.90000,0.66200,1
127,15.53400,799.93762,0.95000,28.24119,671.45544,671.35834,0.36000,20.07617,1.97600,189.80000,194.60001,199.80000,205.00000,209.80000,44.90000,0.66600,1
128,15.49400,799.56873,1.26200,28.24119,678.44977,678.44977,0.36000,20.08636,1.98200,189.80000,194.60001,199.80000,204.80000,209.80000,45.00000,0.66200,1
129,15.39600,799.56873,1.27800,28.24119,669.02686,669.02686,0.36000,20.09656,1.97000,189.80000,194.60001,199.80000,205.00000,209.80000,45.00000,0.66200,1
130,15.55600,799.56873,1.07200,28.24119,664.07257,664.07257,0.36000,20.08636,1.97000,189.80000,194.80000,199.80000,205.00000,209.80000,45.00000,0.66400,1
131,15.53400,799.75317,0.92600,28.24119,671.74689,671.74689,0.36000,20.05578,1.97200,189.80000,194.80000,199.80000,205.00000,209.80000,45.20000,0.66200,1
132,15.49400,799.75317,1.09600,28.24119,690.68988,690.68988,0.36000,20.08636,1.98000,189.80000,195.00000,199.80000,205.00000,209.80000,45.00000,0.66600,1
133,15.39600,799.75317,0.86800,28.24119,668.83258,668.83258,0.36000,20.07617,1.97600,189.80000,195.00000,199.80000,205.00000,210.00000,45.20000,0.66000,1
134,15.55600,799.56873,0.84000,28.24119,674.85547,674.85547,0.36000,20.11695,1.98200,189.60001,194.80000,199.80000,205.00000,210.00000,45.20000,0.66400,1
135,15.53200,799.75317,1.03800,28.24119,680.39264,680.39264,0.36000,20.10675,1.96800,189.60001,194.80000,200.10001,205.00000,210.00000,45.20000,0.66800,1
136,15.49600,799.75317,1.09800,28.24119,672.03833,672.03833,0.36000,20.08636,1.97400,189.60001,194.80000,199.80000,205.00000,210.00000,45.20000,0.66400,1
137,15.39600,799.75317,1.46000,28.24119,673.78693,673.78693,0.36000,20.09146,1.97000,189.80000,195.10001,200.10001,205.00000,209.80000,45.20000,0.66400,1
138,15.55600,799.56873,0.96200,28.24119,683.59839,683.59839,0.36000,20.06598,1.98200,189.80000,195.00000,200.10001,205.00000,209.80000,45.40000,0.66600,1
